,src,race_date,race_course,race_number,race_id,race_class,race_distance,track_condition,race_name,track,sectional_time,incident_report,finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6
17676,20160501-2.html,2016-05-01,Sha Tin,2,2015-602,Class 5,2200,GOOD,CARIBBEAN SEA HANDICAP,"TURF - ""B"" COURSE",14.06 23.59 25.82 26.08 24.35 24.07,"
                STRIKE EAGLE lifted its front feet off the ground as the start was effected and consequently was slow to begin.
SWEET BEAN was slow to begin.
Despite being ridden along in the early stages, ENJOY THE GAME failed to muster speed.
From the outside barriers, SPICY SIAM and BLAZING PASS were shifted across behind runners in the early stages.
Near the 2000 Metres, ENJOY THE GAME momentarily raced tight between LOYAL CRAFTSMAN and PERCY JACKSON, both of which shifted ground.
After the 1100 Metres, SWEET BEAN shifted out away from the heels of PERCY JACKSON, resulting in ENJOY THE GAME being bumped and taken wider.
After the 1000 Metres, SWEET BEAN was steadied away from the heels of ENJOY THE GAME.
After the 600 Metres, HOLY STAR got its head on the side and lay in under pressure, resulting in VIVA GUY being bumped and racing tight inside HOLY STAR.
Near the 300 Metres, VIVA GUY shifted out and bumped the hindquarters of HOLY STAR.  HOLY STAR then became unbalanced and lay in, resulting in VIVA GUY and HOLY STAR racing tight and making contact passing the 200 Metres.
After improving into tight running inside WIN CHANCE, HOLY STAR and VIVA GUY made contact on a number of occasions over the final 200 Metres, causing both horses to become unbalanced.
Just prior to the winning post, D Whyte, the rider of WIN CHANCE, stopped riding due to HOLY STAR becoming unbalanced and shifting out to the inside of WIN CHANCE.
When questioned, Apprentice K K Chiong (SPICY SIAM) stated that she shifted her mount out at the entrance to the Back Straight in expectation of the tempo slackening and felt that SPICY SIAM was travelling well enough to be able to make a forward mid-race move.  She said after shifting to the outside of SWEET BEAN, SPICY SIAM was then reluctant to improve its position and for this reason she was not able to make ground.  She said when racing outside ENJOY THE GAME, SPICY SIAM was taken wider near the 1100 Metres and after this she shifted her mount back in to obtain a trailing position at the rear of the field.
A veterinary inspection of FAITHFUL BOY, SPICY SIAM and ENJOY THE GAME immediately following the race did not show any significant findings.
KING BOUNTIFUL and MALAYAN PEARL were sent for sampling.
",14,9.0,ENJOY THE GAME,S062,O Bosson,P F Yiu,125,1166,6,17,11.0,13.0,13.0,10.0,2.20.68,13,11.0,14.0
18247,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",1,11.0,KING BOUNTIFUL,T105,J Moreira,J Size,118,1119,1,-,3.0,3.0,3.0,3.0,2.17.54,5,2.0,1.0
18248,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",2,6.0,WILLIE WAY,T281,K Teetan,P O'Sullivan,122,1115,8,1-3/4,10.0,9.0,9.0,8.0,2.17.83,7,5.0,2.0
18249,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",3,12.0,TELEPHATIA,P405,M L Yeung,A Lee,115,1056,2,3-1/4,11.0,10.0,8.0,9.0,2.18.05,6,8.0,3.0
18250,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",4,2.0,AUTUMN GOLD,P044,G Lerena,S Woods,131,1035,7,3-1/2,8.0,5.0,5.0,5.0,2.18.09,13,4.0,4.0
18251,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",5,9.0,GLORY STAR,T336,Z Purton,C S Shum,120,1075,10,3-1/2,2.0,1.0,1.0,1.0,2.18.11,2.7,1.0,5.0
18252,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",6,4.0,WEALTHY FORTUNE,P324,C Y Ho,K L Man,123,1016,5,5-1/4,6.0,7.0,6.0,10.0,2.18.39,15,10.0,6.0
18253,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",7,3.0,MAC ROW,N252,K C Leung,A Lee,126,999,9,7,12.0,12.0,11.0,11.0,2.18.67,11,3.0,7.0
18254,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",8,1.0,HOLMES LEGEND,N375,K K Chiong,W Y So,126,1048,12,8,7.0,8.0,10.0,7.0,2.18.80,15,7.0,8.0
18255,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",9,8.0,FLYING MACHINE,T413,C K Tong,W Y So,118,1061,4,16-1/4,1.0,2.0,2.0,2.0,2.20.13,65,6.0,9.0
18256,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",10,10.0,ONE OF A KIND,M391,T H So,C H Yip,117,1094,6,27,5.0,6.0,7.0,4.0,2.21.85,99,11.0,10.0
18257,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",11,7.0,DRAGON BACHELOR,P128,C Schofield,Y S Tsui,120,1125,3,36-1/2,4.0,4.0,4.0,6.0,2.23.39,41,9.0,11.0
18258,20160518-3.html,2016-05-18,Happy Valley,3,2015-650,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",14.15 23.62 24.63 26.33 25.07 23.74,"
                SUM WIN DRAGON, Standby Declared Starter, was withdrawn on 16.5.16 by order of the Stewards acting on veterinary advice (right hind foot injury).  Before being allowed to race again, SUM WIN DRAGON will be subjected to an official veterinary examination.
WEALTHY FORTUNE shifted in at the start and bumped FLYING MACHINE.
AUTUMN GOLD shifted out at the start and bumped WILLIE WAY.
MAC ROW and GLORY STAR bumped on jumping.
From a wide barrier, FILL POWER was shifted across behind runners in the early stages.
At the 1800 Metres, TELEPHATIA got its head up when proving difficult to settle.
After racing keenly when travelling outside FLYING MACHINE, GLORY STAR was allowed to stride forward into the lead after passing the winning post on the first occasion.
At the 1100 Metres, HOLMES LEGEND was taken into a position four wide and without cover when WILLIE WAY shifted out.  HOLMES LEGEND then raced wide and without cover for the remainder of the race.
Near the 800 Metres, WILLIE WAY was awkwardly placed close to the heels of ONE OF A KIND.  MAC ROW, which was following, was steadied away from the heels of WILLIE WAY in consequence.
Making the turn after the 600 Metres, FLYING MACHINE and KING BOUNTIFUL raced tight.
Near the 550 Metres, AUTUMN GOLD momentarily raced tight inside FLYING MACHINE.
Throughout the race, ONE OF A KIND travelled wide and without cover and in the Straight gave ground.  The performances of ONE OF A KIND and DRAGON BACHELOR, both of which finished tailed out, were considered unacceptable.  Before being allowed to race again, ONE OF A KIND and DRAGON BACHELOR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
FILL POWER finished tailed out.  As this was the third consecutive occasion that FILL POWER had finished tailed out, the Stewards ruled that the horse must perform competitively in a series of consecutive barrier trials and be subjected to an official veterinary examination before being allowed to race again.
A veterinary inspection of HOLMES LEGEND and GLORY STAR immediately following the race did not show any significant findings.
GLORY STAR, KING BOUNTIFUL and WILLIE WAY were sent for sampling.
",12,5.0,FILL POWER,S356,K C Ng,C W Chang,118,1011,11,39-1/2,9.0,11.0,12.0,12.0,2.23.88,99,12.0,12.0
